Age,Income,Gender,Marital_Status,Education_Level,Purchase_History,Product_Interest,Purchase
53,21283,Female,Single,PhD,8,6,0
27,53691,Male,Married,Bachelor’s,13,2,1
54,21125,Female,Single,PhD,7,1,1
26,87065,Male,Divorced,Master’s,13,5,0
41,148734,Male,Single,Bachelor’s,11,4,0
52,46170,Male,Divorced,Bachelor’s,9,3,1
66,28438,Male,Divorced,Bachelor’s,19,2,0
52,40095,Male,Married,High School,19,10,1
65,36154,Male,Married,PhD,20,2,1
53,28004,Female,Divorced,Bachelor’s,12,4,1
35,29752,Male,Married,High School,18,2,1
66,75426,Male,Single,High School,14,4,1
56,128896,Female,Married,Bachelor’s,7,3,1
49,46819,Male,Married,Bachelor’s,20,9,0
41,122168,Female,Single,Master’s,9,7,0
40,112051,Female,Married,Bachelor’s,2,3,0
49,147905,Female,Divorced,Master’s,20,8,0
54,44217,Male,Single,Bachelor’s,2,9,1
29,145949,Male,Divorced,Bachelor’s,4,7,1
66,108708,Female,Single,PhD,15,6,1
30,52994,Male,Divorced,Bachelor’s,16,4,1
40,35036,Male,Divorced,Bachelor’s,5,5,1
42,97275,Female,Married,Master’s,19,8,0
52,117756,Female,Divorced,Master’s,19,3,0
58,69416,Male,Married,PhD,15,2,0
47,29587,Female,Single,Bachelor’s,1,3,1
34,130053,Female,Divorced,Bachelor’s,19,7,1
66,115665,Female,Divorced,Master’s,14,8,0
37,20645,Male,Single,High School,17,1,1
65,50930,Male,Single,High School,0,7,1
42,101835,Male,Divorced,High School,18,9,0
39,142232,Female,Single,Master’s,11,3,1
30,50090,Male,Married,Master’s,7,3,0
36,107489,Female,Single,High School,5,8,0
66,72142,Male,Single,High School,11,4,0
53,131979,Male,Divorced,Bachelor’s,6,8,0
29,46475,Female,Married,Master’s,17,5,1
58,38888,Male,Single,Master’s,13,3,1
36,63732,Female,Married,High School,7,4,1
29,101623,Male,Married,High School,19,4,0
26,66305,Male,Married,PhD,13,8,1
24,66037,Female,Divorced,Master’s,4,6,0
45,29346,Female,Single,PhD,8,7,1
31,20587,Female,Divorced,Bachelor’s,7,9,1
48,32763,Male,Single,PhD,1,6,0
69,79165,Male,Single,High School,15,3,1
36,127481,Male,Divorced,Master’s,12,3,0
64,89615,Female,Married,Master’s,6,3,0
33,56116,Female,Married,PhD,15,10,1
70,140987,Female,Single,PhD,6,2,1
22,105751,Male,Divorced,Bachelor’s,13,1,1
52,111353,Male,Married,Bachelor’s,13,10,1
29,110301,Female,Married,High School,11,1,0
42,115648,Male,Single,High School,0,4,0
69,45556,Female,Single,High School,0,3,1
38,79042,Male,Divorced,PhD,11,5,1
53,38099,Male,Single,PhD,19,9,1
70,129089,Female,Married,Master’s,20,8,0
40,65096,Male,Married,High School,14,9,1
33,91986,Male,Married,PhD,3,5,0
56,33230,Female,Married,Master’s,6,8,1
62,49009,Female,Divorced,High School,15,4,1
70,90969,Male,Divorced,Bachelor’s,2,5,0
59,53866,Female,Single,Bachelor’s,6,3,0
56,125400,Male,Single,PhD,5,5,1
31,104246,Female,Single,Master’s,15,3,0
48,96975,Male,Divorced,Bachelor’s,7,5,0
22,61855,Male,Married,Master’s,5,5,1
52,101557,Female,Single,Master’s,9,6,0
40,26416,Male,Married,Bachelor’s,15,9,0
46,92516,Male,Single,Master’s,10,1,1
60,75915,Female,Single,Bachelor’s,12,10,1
28,38058,Female,Single,PhD,5,6,0
35,96637,Male,Single,High School,0,1,1
64,60718,Female,Single,High School,20,6,0
29,52602,Female,Married,PhD,18,2,0
26,94658,Male,Single,Bachelor’s,11,8,0
27,98112,Male,Married,Bachelor’s,5,3,1
61,78067,Female,Divorced,Bachelor’s,17,10,0
34,47516,Female,Single,Bachelor’s,12,6,0
55,149295,Female,Married,PhD,6,6,0
24,107969,Male,Divorced,High School,12,4,1
63,21089,Male,Divorced,Master’s,20,5,1
30,57346,Male,Divorced,Master’s,7,2,1
57,94663,Male,Married,High School,20,10,0
59,30487,Male,Single,PhD,16,10,0
26,20155,Male,Single,Master’s,8,8,1
67,143950,Male,Married,High School,19,10,0
44,87494,Female,Single,PhD,12,7,0
19,96229,Female,Married,Master’s,1,10,0
22,124648,Male,Single,Bachelor’s,3,6,0
46,58547,Male,Divorced,Bachelor’s,1,7,1
54,48795,Male,Single,PhD,3,1,1
55,75296,Female,Married,Bachelor’s,17,5,1
36,41447,Male,Married,PhD,4,7,0
25,56598,Female,Divorced,High School,18,1,0
65,61814,Female,Married,High School,9,2,1
62,110751,Female,Single,Master’s,17,9,1
18,145118,Female,Single,PhD,20,3,1
39,95330,Female,Divorced,Master’s,9,6,0
69,141347,Male,Married,Master’s,4,7,1
34,118745,Male,Divorced,High School,16,9,0
24,107960,Female,Single,Master’s,12,5,1
42,83278,Male,Divorced,Bachelor’s,16,4,0
62,75077,Female,Married,Master’s,8,2,0
21,132782,Female,Divorced,PhD,11,3,1
53,142046,Male,Married,Bachelor’s,13,5,0
23,122932,Male,Married,High School,13,2,0
48,91906,Male,Single,PhD,7,4,1
36,29528,Male,Single,Bachelor’s,4,1,1
61,113812,Male,Single,PhD,18,4,1
56,70100,Female,Married,Bachelor’s,13,7,0
44,129869,Male,Divorced,PhD,8,3,0
27,28179,Male,Married,PhD,6,10,1
43,68781,Male,Single,Bachelor’s,7,8,1
36,75267,Female,Single,High School,13,6,0
56,102379,Male,Divorced,High School,13,6,1
20,43952,Female,Single,PhD,10,1,1
62,73798,Male,Single,PhD,13,5,0
30,118696,Male,Single,High School,20,3,0
67,130434,Female,Divorced,High School,7,10,1
45,70939,Male,Married,Master’s,2,1,0
37,49516,Male,Single,High School,17,8,0
45,76526,Female,Divorced,PhD,2,7,1
25,30449,Male,Single,Bachelor’s,12,7,1
58,70290,Female,Divorced,High School,11,10,1
56,146688,Female,Single,Master’s,14,10,0
18,106661,Female,Divorced,Master’s,17,10,1
20,92954,Female,Single,Master’s,4,4,0
30,42746,Female,Married,Bachelor’s,6,6,1
45,87990,Male,Single,High School,10,9,0
66,78810,Male,Divorced,High School,10,3,0
42,138362,Male,Single,High School,14,9,1
50,103297,Female,Married,Bachelor’s,9,4,0
55,35223,Female,Single,Bachelor’s,14,5,1
70,92237,Female,Divorced,PhD,12,7,1
23,22597,Female,Divorced,Master’s,13,6,0
61,85677,Male,Married,Master’s,16,10,0
62,22659,Male,Divorced,High School,12,8,0
49,106516,Female,Single,Bachelor’s,9,8,1
62,94567,Female,Single,Bachelor’s,0,8,1
64,35037,Male,Single,High School,0,3,1
38,146498,Female,Divorced,High School,14,10,1
33,66738,Female,Single,PhD,15,6,1
38,123965,Female,Single,Master’s,11,7,1
28,91678,Male,Single,Master’s,5,9,0
54,32109,Male,Married,Master’s,5,10,1
53,42010,Female,Divorced,PhD,11,10,1
52,28787,Male,Divorced,High School,14,4,1
36,128400,Female,Divorced,High School,3,5,1
37,28472,Female,Married,Master’s,3,8,0
35,135111,Male,Divorced,Master’s,1,1,0
64,43383,Female,Married,PhD,11,6,0
58,81709,Female,Married,Bachelor’s,6,4,1
66,89785,Male,Divorced,Bachelor’s,19,5,1
31,133253,Female,Single,Master’s,8,5,1
32,54518,Female,Single,PhD,8,2,0
48,73909,Female,Divorced,Master’s,7,8,1
18,38351,Male,Divorced,Bachelor’s,13,2,1
70,89624,Female,Married,Master’s,0,4,0
20,73330,Male,Divorced,Bachelor’s,20,5,0
33,142477,Female,Married,Bachelor’s,11,1,1
40,35282,Female,Divorced,Bachelor’s,1,6,0
28,104866,Female,Single,High School,12,2,1
29,127945,Female,Single,High School,3,5,1
27,41778,Male,Divorced,Master’s,19,6,0
49,44264,Male,Married,Bachelor’s,17,8,1
33,79675,Female,Single,High School,18,9,0
25,25075,Female,Married,Master’s,15,6,0
55,95948,Female,Divorced,Master’s,13,5,1
29,68454,Female,Divorced,Master’s,7,4,0
41,48365,Female,Single,Master’s,11,2,1
45,92766,Female,Divorced,Master’s,8,2,1
70,68200,Female,Single,PhD,5,7,0
25,31002,Female,Married,Bachelor’s,17,5,0
45,33947,Male,Single,Master’s,1,7,0
53,99222,Male,Single,PhD,7,1,1
43,114840,Male,Married,Bachelor’s,13,1,1
25,136219,Female,Single,High School,5,5,1
67,98610,Female,Single,Master’s,9,2,1
45,72142,Female,Divorced,PhD,7,8,1
45,76307,Male,Married,High School,16,3,1
54,24493,Female,Single,PhD,11,1,1
58,144023,Male,Married,Bachelor’s,16,2,0
53,70085,Female,Married,Bachelor’s,12,10,1
44,54228,Male,Single,High School,18,10,1
34,99676,Male,Divorced,PhD,11,7,0
26,71875,Male,Married,Master’s,15,6,1
50,51655,Female,Single,Master’s,4,8,1
70,63472,Male,Married,High School,15,7,0
37,69437,Female,Divorced,High School,5,10,1
30,69416,Female,Divorced,High School,10,8,0
45,79711,Female,Divorced,PhD,16,3,1
65,26816,Female,Single,Master’s,13,6,1
46,97175,Female,Single,Master’s,5,7,0
30,84307,Male,Divorced,Master’s,10,10,0
63,132728,Female,Single,High School,11,1,1
52,66733,Female,Divorced,Master’s,12,1,1
23,148202,Female,Single,Bachelor’s,3,7,0
35,115028,Female,Divorced,High School,6,3,1
68,136450,Female,Married,Master’s,1,3,0
22,31240,Male,Divorced,PhD,5,5,0
64,118234,Male,Divorced,High School,5,6,0
42,112493,Female,Single,Bachelor’s,17,2,1
19,145149,Male,Single,Bachelor’s,19,3,1
27,118344,Male,Single,PhD,7,6,1
47,91363,Female,Single,PhD,7,3,0
67,52762,Male,Single,High School,7,5,1
62,28259,Female,Single,High School,7,9,0
22,70139,Male,Married,Bachelor’s,0,3,0
50,148775,Male,Divorced,PhD,1,6,1
18,34849,Male,Divorced,High School,11,5,1
35,101768,Female,Divorced,Bachelor’s,14,5,0
49,126108,Male,Married,PhD,3,6,1
64,109709,Male,Divorced,Bachelor’s,2,6,0
66,74869,Female,Married,Master’s,13,1,1
28,146888,Female,Married,PhD,7,9,0
38,83095,Male,Married,High School,12,5,1
43,137886,Female,Divorced,High School,18,1,0
42,90910,Male,Married,Master’s,4,8,1
39,106710,Male,Divorced,PhD,12,7,0
44,43567,Female,Divorced,Bachelor’s,19,7,0
66,55292,Female,Single,High School,0,5,0
30,94813,Female,Single,Master’s,15,1,0
50,117136,Male,Married,Master’s,1,9,0
51,71631,Female,Married,PhD,6,9,0
58,29885,Male,Divorced,PhD,5,8,1
52,79659,Female,Married,High School,4,5,0
18,74306,Male,Married,Master’s,3,3,0
38,86314,Female,Divorced,Bachelor’s,1,8,1
65,85087,Male,Married,Master’s,9,1,1
23,49165,Female,Married,Bachelor’s,4,3,0
45,78929,Male,Divorced,Bachelor’s,17,7,1
34,87028,Female,Divorced,High School,9,4,1
22,115998,Female,Single,Master’s,14,7,0
48,69812,Male,Divorced,Bachelor’s,8,5,0
22,70500,Female,Single,PhD,10,6,1
55,99151,Male,Married,Bachelor’s,20,7,1
20,78643,Male,Divorced,PhD,16,10,1
70,64900,Female,Divorced,PhD,20,7,1
40,62946,Male,Divorced,Master’s,8,7,1
54,27851,Female,Married,PhD,15,7,1
70,36288,Female,Single,Bachelor’s,5,7,0
54,92692,Male,Married,PhD,10,3,1
27,87580,Female,Married,Master’s,16,3,0
27,27368,Male,Divorced,High School,3,7,0
36,105436,Male,Single,Bachelor’s,14,2,1
34,116136,Female,Married,Bachelor’s,0,2,0
38,66403,Female,Divorced,Master’s,19,3,1
31,111170,Male,Married,Master’s,0,4,0
26,29168,Male,Married,Master’s,8,6,1
63,106497,Female,Divorced,Master’s,11,8,0
18,69879,Female,Divorced,Bachelor’s,3,10,1
68,79871,Female,Single,High School,12,10,0
62,129632,Female,Married,PhD,6,7,1
30,131623,Male,Divorced,PhD,7,4,0
21,109388,Female,Divorced,High School,12,2,0
18,118646,Male,Single,High School,10,2,0
66,52174,Male,Single,High School,8,4,1
57,119751,Female,Divorced,Master’s,15,6,1
49,112491,Male,Single,Bachelor’s,9,3,1
51,26581,Female,Divorced,Bachelor’s,10,6,1
45,130155,Male,Married,Bachelor’s,11,5,1
48,91853,Female,Single,Master’s,13,5,0
25,84046,Male,Married,Bachelor’s,18,2,1
56,69678,Male,Married,Master’s,11,8,1
43,128392,Female,Married,Bachelor’s,17,5,0
51,131250,Female,Divorced,High School,20,2,1
20,46649,Male,Married,PhD,16,7,1
67,147795,Male,Married,PhD,2,9,1
29,108668,Female,Married,Master’s,0,9,1
18,102325,Male,Divorced,Bachelor’s,18,1,1
61,34567,Female,Married,PhD,3,7,1
22,100404,Male,Married,High School,15,9,0
47,109906,Female,Single,High School,11,6,1
47,128069,Male,Divorced,High School,20,1,1
34,116019,Female,Married,Master’s,20,2,1
65,81944,Female,Single,Master’s,12,4,0
64,138428,Male,Divorced,Bachelor’s,16,4,0
40,98002,Female,Divorced,High School,7,2,0
32,48803,Male,Divorced,Bachelor’s,12,8,0
54,38230,Female,Divorced,Bachelor’s,19,2,1
38,37862,Female,Divorced,High School,4,3,0
31,63355,Female,Divorced,Bachelor’s,17,4,1
19,51259,Male,Married,PhD,14,9,1
28,119075,Female,Married,Master’s,11,10,1
68,107445,Male,Married,Bachelor’s,16,1,0
56,50795,Female,Married,High School,14,8,1
55,134604,Male,Single,Master’s,1,5,0
51,28770,Male,Married,Master’s,5,7,1
55,31093,Male,Divorced,Bachelor’s,16,8,0
67,66571,Female,Married,PhD,15,5,0
51,20193,Male,Married,Bachelor’s,16,8,1
35,120311,Female,Divorced,PhD,19,10,1
47,37569,Male,Married,Master’s,8,8,1
32,137082,Male,Married,Bachelor’s,4,9,0
44,31190,Male,Married,High School,0,2,0
68,82824,Male,Single,Bachelor’s,5,3,0
51,62752,Female,Married,PhD,13,1,1
69,52327,Male,Divorced,PhD,16,4,0
55,62070,Male,Divorced,Bachelor’s,18,5,1
50,105925,Female,Married,PhD,0,1,0
41,60197,Male,Married,Master’s,0,8,0
32,22261,Male,Married,Bachelor’s,12,2,0
47,138424,Male,Divorced,PhD,13,1,1
59,113905,Male,Divorced,Bachelor’s,5,2,1
68,46512,Female,Single,Bachelor’s,5,5,1
34,26716,Female,Single,High School,0,9,0
22,106795,Male,Single,Bachelor’s,13,9,0
46,48933,Female,Divorced,High School,2,2,0
21,127225,Female,Single,PhD,9,2,0
27,24378,Male,Married,High School,18,3,1
34,60583,Female,Married,High School,18,7,0
27,132082,Male,Divorced,High School,18,3,0
34,105371,Female,Single,Master’s,3,1,1
37,49033,Female,Married,High School,19,6,1
41,44000,Female,Divorced,Bachelor’s,18,3,1
22,131032,Male,Single,High School,9,1,0
51,95868,Female,Married,Bachelor’s,1,4,1
23,62604,Male,Single,High School,3,1,0
70,88336,Male,Divorced,Master’s,5,1,1
19,115074,Female,Single,PhD,6,2,0
30,115655,Male,Divorced,High School,15,10,0
60,93869,Female,Single,High School,6,8,0
60,25410,Male,Married,Master’s,17,2,0
65,103375,Male,Divorced,High School,19,2,0
28,76044,Female,Divorced,Bachelor’s,18,10,0
68,83315,Female,Divorced,High School,8,10,1
64,116055,Female,Single,High School,19,8,0
40,91344,Female,Single,PhD,9,6,0
33,26796,Male,Married,PhD,12,4,0
48,106716,Male,Divorced,High School,17,3,0
28,74245,Male,Divorced,Master’s,15,1,1
33,63056,Female,Single,PhD,16,3,0
25,37709,Male,Single,High School,12,9,0
21,139664,Female,Married,PhD,11,5,1
57,78557,Male,Married,High School,9,6,0
21,37543,Female,Single,PhD,0,5,1
42,57418,Male,Divorced,PhD,7,1,0
20,114611,Male,Married,Bachelor’s,20,10,0
49,123291,Female,Single,High School,17,1,1
20,133504,Male,Single,High School,1,4,1
44,123001,Female,Divorced,High School,15,3,1
46,116038,Male,Single,High School,11,8,0
49,36724,Male,Single,PhD,8,7,1
67,23828,Female,Married,Bachelor’s,2,7,1
68,136656,Female,Single,Bachelor’s,20,8,0
36,37087,Male,Single,Master’s,3,10,0
38,32605,Male,Married,High School,1,7,0
22,51337,Male,Divorced,Master’s,7,10,1
35,25482,Male,Divorced,PhD,9,2,0
45,85333,Male,Married,Master’s,15,4,1
59,112541,Male,Married,High School,10,6,1
39,108296,Female,Divorced,Bachelor’s,17,3,1
38,70952,Female,Divorced,Bachelor’s,13,3,1
23,25463,Female,Divorced,High School,7,6,0
18,132164,Male,Divorced,PhD,14,1,0
22,90448,Male,Divorced,High School,16,1,1
58,24648,Male,Married,PhD,20,5,1
29,53623,Female,Single,Bachelor’s,17,1,0
43,79156,Female,Divorced,PhD,5,10,0
63,55634,Male,Divorced,High School,13,8,1
51,64602,Male,Single,High School,2,2,1
66,134598,Female,Single,High School,6,6,1
31,69334,Female,Single,PhD,14,10,1
43,88648,Female,Single,PhD,20,10,1
62,42054,Male,Single,PhD,15,5,0
44,90028,Male,Single,Bachelor’s,15,10,1
26,42207,Male,Married,Master’s,7,4,0
43,100650,Female,Single,Master’s,6,1,1
64,119821,Female,Single,High School,5,3,0
39,101554,Male,Married,Bachelor’s,1,4,1
64,41386,Male,Single,PhD,12,2,0
47,103276,Female,Divorced,High School,11,2,0
60,79518,Male,Divorced,Bachelor’s,14,2,1
65,72781,Female,Single,High School,8,1,1
34,72780,Female,Married,Bachelor’s,1,10,0
43,81440,Male,Divorced,Bachelor’s,16,2,0
53,64199,Female,Married,Master’s,4,6,0
18,81035,Male,Divorced,High School,10,3,1
25,28210,Female,Single,PhD,18,10,0
66,64363,Female,Married,Master’s,6,5,1
52,131175,Male,Married,Master’s,1,1,1
69,98279,Female,Married,PhD,15,8,1
32,80348,Male,Divorced,Bachelor’s,11,4,1
64,75284,Male,Divorced,PhD,14,9,1
39,127628,Female,Divorced,High School,0,4,1
31,129835,Male,Single,PhD,12,2,0
43,92124,Male,Divorced,Bachelor’s,5,3,0
45,88847,Male,Single,PhD,12,5,1
40,42432,Male,Married,Bachelor’s,17,10,0
31,146252,Male,Married,Bachelor’s,2,6,0
41,84089,Male,Single,High School,0,7,1
19,75398,Female,Divorced,PhD,14,4,0
62,119291,Male,Single,PhD,12,7,1
43,23321,Female,Married,High School,4,10,1
31,101348,Female,Married,Bachelor’s,12,3,1
68,57383,Male,Single,PhD,4,7,1
24,133816,Female,Divorced,High School,18,4,0
20,98682,Female,Divorced,Bachelor’s,20,8,0
64,143053,Male,Single,High School,17,9,1
40,99190,Male,Single,PhD,20,7,0
63,72893,Male,Divorced,High School,9,8,1
60,55820,Female,Married,Master’s,7,8,1
64,141262,Female,Single,Bachelor’s,14,2,0
62,86262,Male,Divorced,Master’s,20,9,0
35,23760,Male,Divorced,Master’s,19,6,1
55,42190,Female,Married,Bachelor’s,3,4,0
52,87411,Female,Married,Bachelor’s,1,5,1
68,43377,Female,Married,High School,5,10,1
32,66737,Female,Married,Bachelor’s,2,5,0
42,89569,Male,Married,Master’s,6,7,1
54,58211,Female,Single,Master’s,9,9,0
45,102909,Female,Divorced,PhD,5,7,1
27,23744,Female,Single,Bachelor’s,15,9,1
56,145566,Female,Single,Master’s,1,4,1
34,44995,Male,Single,PhD,16,10,1
56,36977,Male,Single,PhD,12,10,1
39,149508,Female,Single,High School,0,4,0
43,117938,Female,Married,Master’s,5,6,1
61,54542,Male,Married,High School,4,8,0
42,30651,Male,Divorced,Master’s,12,9,0
34,119239,Female,Single,High School,17,1,0
30,98931,Female,Divorced,High School,11,1,1
37,115344,Male,Married,Bachelor’s,6,8,0
42,122112,Male,Married,High School,14,7,0
21,36715,Male,Married,Bachelor’s,2,9,0
27,64409,Male,Single,PhD,15,3,1
20,44306,Male,Single,Master’s,0,10,1
58,39086,Male,Married,PhD,15,5,1
62,34376,Female,Divorced,Master’s,11,3,1
35,81350,Male,Divorced,PhD,18,5,0
64,91425,Male,Married,Master’s,7,10,1
53,123358,Male,Divorced,High School,11,1,0
64,56636,Male,Married,Master’s,14,4,1
39,106120,Female,Divorced,Master’s,1,6,0
51,134889,Female,Married,PhD,16,2,1
64,71649,Male,Divorced,PhD,6,7,1
25,54610,Female,Single,PhD,12,8,1
57,30058,Female,Married,Bachelor’s,0,1,1
66,144876,Female,Married,Bachelor’s,5,4,0
61,148265,Female,Divorced,Master’s,12,4,1
36,94637,Female,Married,Master’s,10,5,1
59,98033,Female,Married,High School,9,4,1
58,90194,Male,Married,High School,15,9,0
54,96917,Male,Single,Master’s,19,7,1
23,84200,Male,Single,Bachelor’s,16,2,1
69,125848,Male,Divorced,Master’s,16,1,0
43,126022,Male,Single,High School,3,9,0
51,66619,Female,Divorced,Bachelor’s,4,1,0
62,37154,Male,Single,Bachelor’s,13,6,1
23,39539,Male,Divorced,High School,19,2,0
54,145381,Female,Single,Master’s,9,4,1
50,80058,Female,Single,PhD,13,6,0
70,82068,Male,Divorced,Master’s,0,5,1
39,97313,Female,Married,Master’s,10,6,0
38,119932,Female,Married,High School,17,3,0
23,50373,Female,Single,Bachelor’s,15,5,0
23,53154,Female,Divorced,High School,17,2,1
65,26031,Male,Married,Master’s,7,7,0
21,113533,Female,Divorced,PhD,9,3,1
47,91975,Male,Married,PhD,9,1,0
28,42785,Male,Divorced,PhD,4,8,0
47,98928,Female,Single,High School,9,8,0
48,138696,Female,Divorced,Bachelor’s,17,3,1
41,48669,Female,Married,High School,20,7,1
26,114475,Male,Single,PhD,5,9,1
20,137154,Female,Divorced,Master’s,2,8,0
68,22282,Female,Married,Bachelor’s,7,3,1
48,54624,Female,Single,High School,8,2,1
57,68438,Female,Divorced,High School,4,10,0
54,109900,Female,Married,Bachelor’s,1,7,0
53,87534,Male,Divorced,Bachelor’s,1,7,1
41,51705,Female,Divorced,Master’s,6,9,1
48,58244,Female,Single,Bachelor’s,16,5,0
23,94964,Female,Single,Master’s,9,4,1
19,57437,Male,Married,PhD,11,8,0
37,97872,Female,Single,PhD,1,4,0
45,94878,Male,Married,High School,9,4,1
28,139006,Male,Divorced,PhD,19,2,1
21,125368,Female,Divorced,PhD,0,1,0
32,92982,Female,Married,Master’s,3,4,1
23,70583,Female,Divorced,High School,12,7,0
66,58392,Male,Single,Bachelor’s,11,9,1
47,27461,Male,Divorced,High School,10,9,0
55,120123,Male,Single,PhD,9,10,1
68,30516,Male,Married,Bachelor’s,14,1,1
19,99285,Male,Married,High School,4,5,0
32,37514,Male,Divorced,High School,16,7,1
28,148657,Female,Divorced,High School,4,7,0
25,141251,Female,Single,High School,1,10,1
43,120962,Male,Single,Master’s,8,6,1
68,56268,Female,Divorced,High School,5,10,1
62,110486,Female,Divorced,PhD,17,4,1
61,120424,Male,Married,PhD,13,3,0
22,56788,Male,Married,Master’s,18,9,0
23,95749,Female,Married,Bachelor’s,13,10,1
43,81049,Male,Divorced,Bachelor’s,7,4,0
21,82493,Male,Divorced,PhD,16,8,0
36,56027,Female,Divorced,PhD,2,1,1
37,113547,Male,Married,Master’s,9,7,0
50,62849,Female,Divorced,Bachelor’s,16,6,0
37,120127,Female,Single,Bachelor’s,10,1,1
66,37858,Female,Divorced,High School,7,4,1
29,104162,Female,Divorced,High School,0,5,1
64,99003,Female,Divorced,High School,12,8,1
18,72395,Male,Divorced,Master’s,20,4,0
43,59758,Male,Divorced,PhD,3,3,1
31,74312,Male,Single,Master’s,6,2,0
55,88670,Male,Single,Bachelor’s,13,4,0
54,136758,Female,Divorced,PhD,4,10,1
28,102279,Female,Married,High School,10,4,0
53,35434,Male,Divorced,Master’s,16,10,0
30,84047,Female,Divorced,Master’s,4,5,0
60,67775,Male,Divorced,High School,19,7,1
20,95769,Male,Married,Master’s,2,9,0
50,134682,Male,Married,High School,4,2,1
23,86677,Female,Married,Bachelor’s,14,5,1
67,103555,Female,Single,PhD,18,10,0
27,148379,Female,Married,Bachelor’s,15,9,0
22,105920,Female,Single,Bachelor’s,7,3,1
40,128439,Male,Single,High School,12,1,1
27,65734,Female,Married,Master’s,15,2,1
61,121665,Female,Married,Bachelor’s,2,6,1
19,108503,Female,Married,Bachelor’s,0,5,1
30,60603,Male,Single,Bachelor’s,8,1,0
57,96708,Male,Divorced,Master’s,8,1,1
19,101926,Female,Married,Master’s,16,4,0
37,88803,Female,Married,High School,1,4,1
18,59332,Female,Married,Bachelor’s,8,6,0
54,111703,Female,Single,PhD,18,6,1
26,41312,Male,Single,Master’s,12,10,0
34,113376,Female,Divorced,High School,4,6,0
26,104526,Female,Married,Bachelor’s,8,1,1
28,64179,Female,Single,PhD,12,10,0
32,91442,Male,Divorced,Master’s,0,9,1
41,134332,Male,Married,PhD,14,7,1
55,137961,Female,Single,Master’s,3,7,0
52,60379,Female,Married,High School,3,7,0
47,37297,Female,Married,PhD,19,2,1
48,22011,Female,Single,Bachelor’s,9,2,1
66,136130,Female,Single,Bachelor’s,5,6,1
22,140234,Male,Single,Master’s,11,7,0
61,64014,Male,Married,Bachelor’s,19,3,0
67,132094,Male,Married,PhD,15,4,1
31,31738,Female,Divorced,High School,2,3,0
70,114333,Male,Married,Master’s,13,7,0
28,67498,Male,Single,PhD,0,7,0
26,147792,Male,Married,Master’s,9,4,1
51,31120,Female,Divorced,High School,14,7,1
29,136517,Female,Divorced,Master’s,6,5,0
52,28767,Male,Single,Bachelor’s,3,1,0
52,42852,Female,Single,Bachelor’s,13,10,1
18,99239,Male,Divorced,Master’s,15,4,0
57,20929,Male,Divorced,High School,13,7,1
39,97487,Male,Divorced,High School,2,2,1
46,138387,Male,Single,Bachelor’s,16,2,1
25,111575,Female,Divorced,High School,20,1,1
28,146155,Female,Divorced,Master’s,13,2,1
58,134149,Female,Single,PhD,17,10,1
54,115040,Female,Married,Master’s,2,8,1
31,37438,Male,Married,Bachelor’s,18,8,0
47,68515,Female,Divorced,Bachelor’s,2,8,1
52,25744,Male,Married,Bachelor’s,11,1,0
38,103820,Female,Married,High School,4,1,0
54,62417,Female,Married,Master’s,9,10,0
22,125284,Female,Married,PhD,8,4,1
36,27069,Male,Divorced,Master’s,0,6,0
31,62359,Male,Married,PhD,12,8,1
43,39799,Male,Married,Master’s,2,2,1
21,118746,Male,Single,Bachelor’s,18,3,0
42,113762,Female,Divorced,PhD,10,6,0
62,140906,Male,Single,Master’s,15,10,0
59,90188,Male,Single,High School,5,4,0
42,109859,Female,Divorced,High School,2,2,1
35,142521,Female,Married,Master’s,18,7,0
57,127674,Male,Single,Bachelor’s,5,4,0
25,27597,Female,Divorced,PhD,7,8,0
56,67093,Male,Married,Master’s,12,8,0
57,57226,Female,Divorced,High School,11,7,0
31,92127,Male,Single,PhD,9,10,1
49,134650,Male,Married,High School,2,9,1
68,111369,Male,Married,High School,3,4,1
55,97362,Male,Divorced,Master’s,0,7,0
50,46417,Male,Married,High School,12,10,0
40,38693,Female,Single,PhD,3,10,1
32,99674,Male,Single,Bachelor’s,10,1,1
50,140956,Male,Single,Master’s,18,4,1
42,135598,Male,Divorced,PhD,10,2,1
34,139028,Male,Married,Master’s,11,9,0
50,147517,Male,Married,High School,10,5,0
64,73161,Female,Married,High School,5,3,0
19,141316,Female,Single,PhD,11,4,1
31,22169,Male,Married,PhD,8,6,1
70,104092,Female,Single,Bachelor’s,9,10,1
57,42052,Male,Married,PhD,2,1,0
57,91849,Female,Single,PhD,2,7,0
68,93851,Female,Married,Master’s,19,8,1
56,28036,Male,Divorced,High School,15,7,0
68,51778,Female,Divorced,PhD,2,7,1
23,47734,Female,Single,Bachelor’s,9,9,1
23,43173,Male,Single,PhD,10,4,1
20,50403,Male,Married,High School,7,7,0
24,86321,Female,Married,PhD,5,9,1
68,91675,Female,Divorced,Master’s,19,5,1
25,26344,Female,Married,High School,10,2,0
59,38800,Male,Single,PhD,20,5,1
69,45372,Female,Single,Master’s,11,4,1
32,81516,Female,Single,High School,15,8,0
64,40538,Female,Single,PhD,17,5,1
46,83918,Male,Single,Master’s,12,9,1
50,34973,Male,Divorced,Bachelor’s,2,9,1
69,91155,Male,Divorced,Master’s,14,3,0
47,120240,Male,Single,Bachelor’s,20,10,1
56,79500,Female,Married,PhD,13,6,1
